,rid,client_id,gender,transcription,reference,split,weight,wer,cer
1392,train_1392,male_4,male," After initial military setbacks, Ethernet Red was able to agree to terms with Olaf who returned to Norway to try to gain his kingdom with mixed success.",after initial military setbacks ethelred was able to agree to terms with olaf who returned to norway to try to gain his kingdom with mixed success,train,0.1282051282051282,0.07692307692307693,0.03424657534246575
1394,train_1394,male_11,male," Among these abilities, understanding the intention of all this is crucial. It allows us to resolve possible ambiguity of physical actions.",among these abilities understanding the intention of others is crucial it allows us to resolve possible ambiguities of physical actions,train,0.05897435897435897,0.15,0.06666666666666667
1395,train_1395,male_10,male, The media companies routinely lie about the purpose of this claiming that it is to prevent piracy.,the media companies routinely lie about the purpose of this claiming that it is to prevent piracy,train,0.09401709401709402,0.0,0.0
1399,train_1399,male_1,male, These bosses had been reigned in by Provenzano when he put an end to the Renat-Drevin War against the state that claimed the lives of Mafia Crusaders Giovanni Falcon and Paolo Borselino in 1992.,these bosses had been reined in by provenzano when he put an end to the riina-driven war against the state that claimed the lives of mafia crusaders giovanni falcone and paolo borsellino in 1992,train,0.1170940170940171,0.14285714285714285,0.041237113402061855
1401,train_1401,male_11,male, These letters must be legalized by the EU. You could do a ministry of foreign affairs and comply with certain requirements.,this letter must be legalized by the ecuadorian ministry of foreign affairs and comply with certain requirements,train,0.05897435897435897,0.4117647058823529,0.14285714285714285
1404,train_1404,male_5,male," The willingness of governments to issue past sports was gender not stated, X or documents updated to match the desired name and gender varies.",the willingness of governments to issue passports with gender not stated x or documents updated to match a desired name and gender varies,train,0.10683760683760683,0.17391304347826086,0.058394160583941604
1405,train_1405,male_4,male," While assessing the success in becoming aware of failures, individuals in the whole of the participating persons discover more deeply the values, mission, and driving forces of the organization.",while assessing the successes and becoming aware of failures individuals and the whole of the participating persons discover more deeply the values mission and driving forces of the organization,train,0.1282051282051282,0.10344827586206896,0.030927835051546393
1407,train_1407,male_0,male, The man allegedly drove a three-wheeled vehicle's arm with explosive into a crowd.,the man allegedly drove a three-wheeled vehicle armed with explosives into a crowd,train,0.11282051282051282,0.21428571428571427,0.07692307692307693
1408,train_1408,male_4,male, Most insects have the advantage of being able to fall their wings back along the body.,most insects have the advantage of being able to fold their wings back along the body,train,0.1282051282051282,0.0625,0.023529411764705882
1409,train_1409,male_0,male, It was at this time that the transfer of the title of fashion capital from Constantine Opa to Paris was made.,it was at this time that the transfer of the title of fashion capital from constantinople to paris was made,train,0.11282051282051282,0.1,0.037383177570093455
1410,train_1410,male_11,male, We perceive the first time cases to M to be a safety zone for these children.,we perceive the foster care system to be a safety zone for these children,train,0.05897435897435897,0.35714285714285715,0.1780821917808219
1411,train_1411,male_7,male," The Sun Darbans covers an area of 3,850 kilometers squared, a which about one-third is covered in water, marsh areas.","the sundarbans cover an area of 3,850 km² of which about one-third is covered in water/marsh areas",train,0.12991452991452992,0.3157894736842105,0.20430107526881722
1413,train_1413,male_3,male, Blood goes away from the heart and tubes called arteries and comes back to the heart and tubes called veins. The smallest tubes are called capillaries.,blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins the smallest tubes are called capillaries,train,0.13418803418803418,0.07692307692307693,0.027210884353741496
1416,train_1416,male_7,male," The mountains of the Pence Peninsula have merged into the plateau, then re-emerged to form the 360 kilometer chain of the outward of mountains by sacred by the Minnesota glacier.",the mountains of the peninsula here merge into the plateau then re-emerge to form the 360 km chain of the ellsworth mountains bisected by the minnesota glacier,train,0.12991452991452992,0.32142857142857145,0.18867924528301888
